date,ticker,ret_short,ret_med,vol_z,rng_z,dist_high,score
2026-05-08,AKAM,0.42206607112781436,0.616967807128235,4.5223706779011446,2.1651988081676716,0.0,11.62783813519287
2026-05-08,DDOG,0.42432224721258094,0.8995918994469432,1.948982234135027,1.1304919039377512,0.0,9.987730209204361
2026-05-08,MU,0.3773445109730109,0.7756247273143102,1.674062798399006,1.7840281738976809,0.0,9.295189923461763
2026-05-08,FTNT,0.32193763454113067,0.48722300174013866,1.3653631642340713,2.6457526894572463,0.0,7.919683264236527
2026-05-08,DELL,0.23928245574664353,0.4694369784402306,0.7692979903369948,3.5336788833852393,0.0,7.306240646713805
2026-05-08,MCHP,0.05470994738275614,0.38471212574811986,3.150360127090066,3.918497511551195,-0.0372133880605755,7.302000294934228
2026-05-08,BIDU,0.12051164703952155,0.3010792204322794,3.0780517591524625,3.688299496468242,-0.13210682166060728,6.8228966668607685
2026-05-08,NET,-0.09825285111350579,0.1745014577584485,4.932461145997179,2.4894492361417417,-0.23622415843137345,4.279646513821924
2026-05-08,PANW,0.14800089894389257,0.3348745301869376,0.41381700852724673,2.087371302824825,-0.060981117093868664,4.1008329427204
2026-05-08,SMCI,0.3056477937489377,0.4002374747187585,0.38261652638834054,1.7503685850054271,-0.4173941778079999,3.8206573426568426
2026-05-08,TWLO,0.10014181835432456,0.7144070916469576,0.30283949973990587,-0.1062697556984618,0.0,3.81610803788245
2026-05-08,ABNB,-0.0012000435165228085,0.09716189614581894,1.846582174145348,3.0587689205382547,-0.01865714606232627,3.8116285174339435
2026-05-08,RIOT,0.3016216174976245,0.45060237170754003,-0.2112728882636816,-0.6858020377507449,-0.0012443254204077547,3.580563642866325
2026-05-08,CRWD,0.15830480766371346,0.3924595927108543,-0.0020598501843475726,1.1882730789943408,-0.05337830825571244,3.427596831326211
2026-05-08,GLW,0.1812208323647546,0.09168416517522782,1.5750113667510839,0.6622432851544111,0.0,3.4009305344247203
2026-05-08,HPQ,0.0888142289124203,0.24205914681768914,0.3616437026993938,2.588687189058464,-0.19737974400475844,2.834267275300787
2026-05-08,NXPI,-0.001659633689819695,0.4422371534088838,2.5900821454206193,-0.9128580551737638,-0.028990242618525897,2.725709385953197
2026-05-08,TDOC,0.12229101504458129,0.42156865403359833,0.2950816080260533,1.1424008900562588,-0.23361522507772292,2.5589246887428865
2026-05-08,STX,0.07663739635723554,0.5555423191879156,0.5223196009562916,-0.8654799790247314,-0.004806551643984136,2.422896897323647
2026-05-08,ASML,0.11562556778579713,0.07929299997012507,1.1314970788660013,0.6963071804909521,0.0,2.4048991633406427
